name,avg_us,std_us,runs,#,N,C,H,W,h_var,w_var,seed,cuda,numel,cpu
relu_tensor_iter,53,17,282513,33/270,1,256,80,80,10.0,10.0,24,False,1171200,24
relu_tensor_pad,52,7,283335,34/270,1,256,80,80,10.0,10.0,24,False,1171200,24
relu_nt,95,3,156315,35/270,1,256,80,80,10.0,10.0,24,False,1171200,24
conv2d_iter_1x1,3547,44,4228,36/270,1,256,80,80,10.0,10.0,24,False,1171200,24
conv2d_pad_1x1,3539,93,4238,37/270,1,256,80,80,10.0,10.0,24,False,1171200,24
conv2d_nt_1x1,3614,79,4150,38/270,1,256,80,80,10.0,10.0,24,False,1171200,24
conv2d_iter_3x3,19827,609,757,39/270,1,256,80,80,10.0,10.0,24,False,1171200,24
conv2d_pad_3x3,19713,837,761,40/270,1,256,80,80,10.0,10.0,24,False,1171200,24
conv2d_nt_3x3,19862,864,756,41/270,1,256,80,80,10.0,10.0,24,False,1171200,24
conv2d_iter_7x7,78474,179,192,42/270,1,256,80,80,10.0,10.0,24,False,1171200,24
conv2d_pad_7x7,78279,161,192,43/270,1,256,80,80,10.0,10.0,24,False,1171200,24
conv2d_nt_7x7,78890,5018,191,44/270,1,256,80,80,10.0,10.0,24,False,1171200,24
batch_norm_tensor_iter,432,11,34682,45/270,1,256,80,80,10.0,10.0,24,False,1171200,24
batch_norm_tensor_pad,419,4,35726,46/270,1,256,80,80,10.0,10.0,24,False,1171200,24
batch_norm_nt,470,16,31865,47/270,1,256,80,80,10.0,10.0,24,False,1171200,24
max_pool2d_tensor_iter,7178,104,2090,48/270,1,256,80,80,10.0,10.0,24,False,1171200,24
max_pool2d_tensor_pad,7526,84,1993,49/270,1,256,80,80,10.0,10.0,24,False,1171200,24
max_pool2d_nt,7586,65,1978,50/270,1,256,80,80,10.0,10.0,24,False,1171200,24
cross_entropy_tensor_iter,1315,12,11402,51/270,1,256,80,80,10.0,10.0,24,False,1171200,24
cross_entropy_tensor_pad,1320,13,11358,52/270,1,256,80,80,10.0,10.0,24,False,1171200,24
cross_entropy_nt,1369,12,10950,53/270,1,256,80,80,10.0,10.0,24,False,1171200,24
dropout_tensor_iter,304,7,49224,54/270,1,256,80,80,10.0,10.0,24,False,1171200,24
dropout_tensor_pad,291,24,51532,55/270,1,256,80,80,10.0,10.0,24,False,1171200,24
dropout_nt,331,6,45234,56/270,1,256,80,80,10.0,10.0,24,False,1171200,24
interpolate_tensor_iter,768,11,19514,57/270,1,256,80,80,10.0,10.0,24,False,1171200,24
interpolate_tensor_pad,946,13,15852,58/270,1,256,80,80,10.0,10.0,24,False,1171200,24
interpolate_nt,490,24,30601,59/270,1,256,80,80,10.0,10.0,24,False,1171200,24
relu__tensor_pad,46,2,323769,60/270,1,256,80,80,0.0,0.0,24,False,1638400,24
relu__tensor_iter,46,2,323047,61/270,1,256,80,80,0.0,0.0,24,False,1638400,24
relu__nt,67,2,222463,62/270,1,256,80,80,0.0,0.0,24,False,1638400,24
relu_tensor_iter,67,3,222627,63/270,1,256,80,80,0.0,0.0,24,False,1638400,24
relu_tensor_pad,67,2,222761,64/270,1,256,80,80,0.0,0.0,24,False,1638400,24
relu_nt,110,3,135241,65/270,1,256,80,80,0.0,0.0,24,False,1638400,24
conv2d_iter_1x1,4495,60,3337,66/270,1,256,80,80,0.0,0.0,24,False,1638400,24
conv2d_pad_1x1,4469,53,3357,67/270,1,256,80,80,0.0,0.0,24,False,1638400,24
conv2d_nt_1x1,4514,68,3323,68/270,1,256,80,80,0.0,0.0,24,False,1638400,24
conv2d_iter_3x3,26244,72,572,69/270,1,256,80,80,0.0,0.0,24,False,1638400,24
conv2d_pad_3x3,26244,1434,572,70/270,1,256,80,80,0.0,0.0,24,False,1638400,24
conv2d_nt_3x3,26387,1776,569,71/270,1,256,80,80,0.0,0.0,24,False,1638400,24
conv2d_iter_7x7,111470,277,135,72/270,1,256,80,80,0.0,0.0,24,False,1638400,24
conv2d_pad_7x7,111513,571,135,73/270,1,256,80,80,0.0,0.0,24,False,1638400,24
conv2d_nt_7x7,111508,339,135,74/270,1,256,80,80,0.0,0.0,24,False,1638400,24
batch_norm_tensor_iter,572,5,26220,75/270,1,256,80,80,0.0,0.0,24,False,1638400,24
batch_norm_tensor_pad,560,7,26745,76/270,1,256,80,80,0.0,0.0,24,False,1638400,24
batch_norm_nt,603,5,24839,77/270,1,256,80,80,0.0,0.0,24,False,1638400,24
max_pool2d_tensor_iter,9858,249,1522,78/270,1,256,80,80,0.0,0.0,24,False,1638400,24
max_pool2d_tensor_pad,10363,74,1448,79/270,1,256,80,80,0.0,0.0,24,False,1638400,24
max_pool2d_nt,10416,62,1441,80/270,1,256,80,80,0.0,0.0,24,False,1638400,24
cross_entropy_tensor_iter,2603,70,5762,81/270,1,256,80,80,0.0,0.0,24,False,1638400,24
cross_entropy_tensor_pad,2582,72,5810,82/270,1,256,80,80,0.0,0.0,24,False,1638400,24
cross_entropy_nt,2609,73,5748,83/270,1,256,80,80,0.0,0.0,24,False,1638400,24
dropout_tensor_iter,410,9,36543,84/270,1,256,80,80,0.0,0.0,24,False,1638400,24
dropout_tensor_pad,393,35,38154,85/270,1,256,80,80,0.0,0.0,24,False,1638400,24
dropout_nt,436,9,34334,86/270,1,256,80,80,0.0,0.0,24,False,1638400,24
interpolate_tensor_iter,205,5,72893,87/270,1,256,80,80,0.0,0.0,24,False,1638400,24
interpolate_tensor_pad,629,9,23816,88/270,1,256,80,80,0.0,0.0,24,False,1638400,24
interpolate_nt,653,9,22940,89/270,1,256,80,80,0.0,0.0,24,False,1638400,24
relu__tensor_pad,2500,15,5998,90/270,4,256,80,80,20.0,20.0,24,False,9984256,24
relu__tensor_iter,1159,21,12938,91/270,4,256,80,80,20.0,20.0,24,False,9984256,24
relu__nt,1186,14,12647,92/270,4,256,80,80,20.0,20.0,24,False,9984256,24
relu_tensor_iter,2164,92,6931,93/270,4,256,80,80,20.0,20.0,24,False,9984256,24
relu_tensor_pad,3434,50,4368,94/270,4,256,80,80,20.0,20.0,24,False,9984256,24
relu_nt,2305,26,6507,95/270,4,256,80,80,20.0,20.0,24,False,9984256,24
conv2d_iter_1x1,25472,1335,589,96/270,4,256,80,80,20.0,20.0,24,False,9984256,24
conv2d_pad_1x1,37135,475,404,97/270,4,256,80,80,20.0,20.0,24,False,9984256,24
conv2d_nt_1x1,25320,903,593,98/270,4,256,80,80,20.0,20.0,24,False,9984256,24
conv2d_iter_3x3,167009,12961,90,99/270,4,256,80,80,20.0,20.0,24,False,9984256,24
conv2d_pad_3x3,264667,588,57,100/270,4,256,80,80,20.0,20.0,24,False,9984256,24
conv2d_nt_3x3,165577,13084,91,101/270,4,256,80,80,20.0,20.0,24,False,9984256,24
conv2d_iter_7x7,713829,3060,22,102/270,4,256,80,80,20.0,20.0,24,False,9984256,24
conv2d_pad_7x7,1164421,1592,13,103/270,4,256,80,80,20.0,20.0,24,False,9984256,24
conv2d_nt_7x7,712472,736,22,104/270,4,256,80,80,20.0,20.0,24,False,9984256,24
batch_norm_tensor_iter,8402,493,1786,105/270,4,256,80,80,20.0,20.0,24,False,9984256,24
batch_norm_tensor_pad,13448,664,1116,106/270,4,256,80,80,20.0,20.0,24,False,9984256,24
batch_norm_nt,8440,113,1778,107/270,4,256,80,80,20.0,20.0,24,False,9984256,24
max_pool2d_tensor_iter,58135,1087,259,108/270,4,256,80,80,20.0,20.0,24,False,9984256,24
max_pool2d_tensor_pad,26361,513,570,109/270,4,256,80,80,20.0,20.0,24,False,9984256,24
max_pool2d_nt,61470,1067,245,110/270,4,256,80,80,20.0,20.0,24,False,9984256,24
cross_entropy_tensor_iter,13651,200,1099,111/270,4,256,80,80,20.0,20.0,24,False,9984256,24
cross_entropy_tensor_pad,23590,264,636,112/270,4,256,80,80,20.0,20.0,24,False,9984256,24
cross_entropy_nt,13739,243,1092,113/270,4,256,80,80,20.0,20.0,24,False,9984256,24
dropout_tensor_iter,5572,67,2692,114/270,4,256,80,80,20.0,20.0,24,False,9984256,24
dropout_tensor_pad,15364,92,977,115/270,4,256,80,80,20.0,20.0,24,False,9984256,24
dropout_nt,5430,38,2763,116/270,4,256,80,80,20.0,20.0,24,False,9984256,24
interpolate_tensor_iter,5033,100,2981,117/270,4,256,80,80,20.0,20.0,24,False,9984256,24
interpolate_tensor_pad,7916,82,1895,118/270,4,256,80,80,20.0,20.0,24,False,9984256,24
interpolate_nt,3927,59,3820,119/270,4,256,80,80,20.0,20.0,24,False,9984256,24
relu__tensor_pad,1353,13,11085,120/270,4,256,80,80,10.0,10.0,24,False,8031744,24
relu__tensor_iter,526,66,28481,121/270,4,256,80,80,10.0,10.0,24,False,8031744,24
relu__nt,569,25,26328,122/270,4,256,80,80,10.0,10.0,24,False,8031744,24
relu_tensor_iter,1733,23,8655,123/270,4,256,80,80,10.0,10.0,24,False,8031744,24
relu_tensor_pad,2306,35,6503,124/270,4,256,80,80,10.0,10.0,24,False,8031744,24
relu_nt,1880,32,7978,125/270,4,256,80,80,10.0,10.0,24,False,8031744,24
conv2d_iter_1x1,21673,1171,693,126/270,4,256,80,80,10.0,10.0,24,False,8031744,24
conv2d_pad_1x1,26304,228,571,127/270,4,256,80,80,10.0,10.0,24,False,8031744,24
conv2d_nt_1x1,21541,436,697,128/270,4,256,80,80,10.0,10.0,24,False,8031744,24
conv2d_iter_3x3,133626,7699,113,129/270,4,256,80,80,10.0,10.0,24,False,8031744,24
conv2d_pad_3x3,176168,366,86,130/270,4,256,80,80,10.0,10.0,24,False,8031744,24
conv2d_nt_3x3,132426,4796,114,131/270,4,256,80,80,10.0,10.0,24,False,8031744,24
conv2d_iter_7x7,586983,5714,26,132/270,4,256,80,80,10.0,10.0,24,False,8031744,24
conv2d_pad_7x7,850373,3359,18,133/270,4,256,80,80,10.0,10.0,24,False,8031744,24
conv2d_nt_7x7,585146,1135,26,134/270,4,256,80,80,10.0,10.0,24,False,8031744,24
batch_norm_tensor_iter,6728,337,2230,135/270,4,256,80,80,10.0,10.0,24,False,8031744,24
batch_norm_tensor_pad,8937,521,1679,136/270,4,256,80,80,10.0,10.0,24,False,8031744,24
batch_norm_nt,6749,90,2223,137/270,4,256,80,80,10.0,10.0,24,False,8031744,24
max_pool2d_tensor_iter,47335,815,317,138/270,4,256,80,80,10.0,10.0,24,False,8031744,24
max_pool2d_tensor_pad,18394,261,816,139/270,4,256,80,80,10.0,10.0,24,False,8031744,24
max_pool2d_nt,49986,747,301,140/270,4,256,80,80,10.0,10.0,24,False,8031744,24
cross_entropy_tensor_iter,11203,199,1339,141/270,4,256,80,80,10.0,10.0,24,False,8031744,24
cross_entropy_tensor_pad,13608,185,1103,142/270,4,256,80,80,10.0,10.0,24,False,8031744,24
cross_entropy_nt,11227,303,1337,143/270,4,256,80,80,10.0,10.0,24,False,8031744,24
dropout_tensor_iter,3926,45,3820,144/270,4,256,80,80,10.0,10.0,24,False,8031744,24
dropout_tensor_pad,9964,105,1506,145/270,4,256,80,80,10.0,10.0,24,False,8031744,24
dropout_nt,4022,40,3730,146/270,4,256,80,80,10.0,10.0,24,False,8031744,24
interpolate_tensor_iter,4197,62,3574,147/270,4,256,80,80,10.0,10.0,24,False,8031744,24
interpolate_tensor_pad,5933,91,2528,148/270,4,256,80,80,10.0,10.0,24,False,8031744,24
interpolate_nt,3217,38,4663,149/270,4,256,80,80,10.0,10.0,24,False,8031744,24
relu__tensor_pad,217,8,68814,150/270,4,256,80,80,0.0,0.0,24,False,6553600,24
relu__tensor_iter,227,71,65946,151/270,4,256,80,80,0.0,0.0,24,False,6553600,24
relu__nt,229,31,65385,152/270,4,256,80,80,0.0,0.0,24,False,6553600,24
relu_tensor_iter,337,28,44506,153/270,4,256,80,80,0.0,0.0,24,False,6553600,24
relu_tensor_pad,1271,14,11796,154/270,4,256,80,80,0.0,0.0,24,False,6553600,24
relu_nt,1470,14,10200,155/270,4,256,80,80,0.0,0.0,24,False,6553600,24
conv2d_iter_1x1,18158,97,827,156/270,4,256,80,80,0.0,0.0,24,False,6553600,24
conv2d_pad_1x1,18429,125,814,157/270,4,256,80,80,0.0,0.0,24,False,6553600,24
conv2d_nt_1x1,18511,316,811,158/270,4,256,80,80,0.0,0.0,24,False,6553600,24
conv2d_iter_3x3,105106,263,143,159/270,4,256,80,80,0.0,0.0,24,False,6553600,24
conv2d_pad_3x3,104323,269,144,160/270,4,256,80,80,0.0,0.0,24,False,6553600,24
conv2d_nt_3x3,105065,311,143,161/270,4,256,80,80,0.0,0.0,24,False,6553600,24
conv2d_iter_7x7,448066,1098,34,162/270,4,256,80,80,0.0,0.0,24,False,6553600,24
conv2d_pad_7x7,446613,799,34,163/270,4,256,80,80,0.0,0.0,24,False,6553600,24
conv2d_nt_7x7,450953,18322,34,164/270,4,256,80,80,0.0,0.0,24,False,6553600,24
batch_norm_tensor_iter,2920,49,5136,165/270,4,256,80,80,0.0,0.0,24,False,6553600,24
batch_norm_tensor_pad,5276,192,2843,166/270,4,256,80,80,0.0,0.0,24,False,6553600,24
batch_norm_nt,4825,51,3109,167/270,4,256,80,80,0.0,0.0,24,False,6553600,24
max_pool2d_tensor_iter,39591,387,379,168/270,4,256,80,80,0.0,0.0,24,False,6553600,24
max_pool2d_tensor_pad,11497,90,1305,169/270,4,256,80,80,0.0,0.0,24,False,6553600,24
max_pool2d_nt,11636,110,1290,170/270,4,256,80,80,0.0,0.0,24,False,6553600,24
cross_entropy_tensor_iter,10382,123,1445,171/270,4,256,80,80,0.0,0.0,24,False,6553600,24
cross_entropy_tensor_pad,10863,251,1381,172/270,4,256,80,80,0.0,0.0,24,False,6553600,24
cross_entropy_nt,10282,170,1459,173/270,4,256,80,80,0.0,0.0,24,False,6553600,24
dropout_tensor_iter,1765,65,8498,174/270,4,256,80,80,0.0,0.0,24,False,6553600,24
dropout_tensor_pad,4874,29,3077,175/270,4,256,80,80,0.0,0.0,24,False,6553600,24
dropout_nt,2226,26,6737,176/270,4,256,80,80,0.0,0.0,24,False,6553600,24
interpolate_tensor_iter,824,15,18190,177/270,4,256,80,80,0.0,0.0,24,False,6553600,24
interpolate_tensor_pad,2549,47,5884,178/270,4,256,80,80,0.0,0.0,24,False,6553600,24
interpolate_nt,2627,22,5710,179/270,4,256,80,80,0.0,0.0,24,False,6553600,24
relu__tensor_pad,4986,13,3008,180/270,8,256,80,80,20.0,20.0,24,False,16300544,24
relu__tensor_iter,2582,31,5810,181/270,8,256,80,80,20.0,20.0,24,False,16300544,24
relu__nt,2577,70,5821,182/270,8,256,80,80,20.0,20.0,24,False,16300544,24
relu_tensor_iter,3231,65,4642,183/270,8,256,80,80,20.0,20.0,24,False,16300544,24
relu_tensor_pad,6803,88,2205,184/270,8,256,80,80,20.0,20.0,24,False,16300544,24
relu_nt,3656,16,4102,185/270,8,256,80,80,20.0,20.0,24,False,16300544,24
conv2d_iter_1x1,43192,1994,348,186/270,8,256,80,80,20.0,20.0,24,False,16300544,24
conv2d_pad_1x1,74578,952,202,187/270,8,256,80,80,20.0,20.0,24,False,16300544,24
conv2d_nt_1x1,42726,782,352,188/270,8,256,80,80,20.0,20.0,24,False,16300544,24
conv2d_iter_3x3,269607,8399,56,189/270,8,256,80,80,20.0,20.0,24,False,16300544,24
conv2d_pad_3x3,527898,1284,29,190/270,8,256,80,80,20.0,20.0,24,False,16300544,24
conv2d_nt_3x3,276139,21631,55,191/270,8,256,80,80,20.0,20.0,24,False,16300544,24
conv2d_iter_7x7,1145371,9916,14,192/270,8,256,80,80,20.0,20.0,24,False,16300544,24
conv2d_pad_7x7,2334389,6129,7,193/270,8,256,80,80,20.0,20.0,24,False,16300544,24
conv2d_nt_7x7,1232049,170031,13,194/270,8,256,80,80,20.0,20.0,24,False,16300544,24
batch_norm_tensor_iter,13041,809,1151,195/270,8,256,80,80,20.0,20.0,24,False,16300544,24
batch_norm_tensor_pad,26394,1919,569,196/270,8,256,80,80,20.0,20.0,24,False,16300544,24
batch_norm_nt,13575,628,1105,197/270,8,256,80,80,20.0,20.0,24,False,16300544,24
max_pool2d_tensor_iter,96643,1704,156,198/270,8,256,80,80,20.0,20.0,24,False,16300544,24
max_pool2d_tensor_pad,27166,400,553,199/270,8,256,80,80,20.0,20.0,24,False,16300544,24
max_pool2d_nt,101982,2018,148,200/270,8,256,80,80,20.0,20.0,24,False,16300544,24
cross_entropy_tensor_iter,21993,486,683,201/270,8,256,80,80,20.0,20.0,24,False,16300544,24
cross_entropy_tensor_pad,47331,383,317,202/270,8,256,80,80,20.0,20.0,24,False,16300544,24
cross_entropy_nt,21861,384,687,203/270,8,256,80,80,20.0,20.0,24,False,16300544,24
dropout_tensor_iter,8361,142,1794,204/270,8,256,80,80,20.0,20.0,24,False,16300544,24
dropout_tensor_pad,30627,263,490,205/270,8,256,80,80,20.0,20.0,24,False,16300544,24
dropout_nt,8277,59,1813,206/270,8,256,80,80,20.0,20.0,24,False,16300544,24
interpolate_tensor_iter,8674,149,1730,207/270,8,256,80,80,20.0,20.0,24,False,16300544,24
interpolate_tensor_pad,15678,159,957,208/270,8,256,80,80,20.0,20.0,24,False,16300544,24
interpolate_nt,6402,38,2343,209/270,8,256,80,80,20.0,20.0,24,False,16300544,24
relu__tensor_pad,3341,127,4489,210/270,8,256,80,80,10.0,10.0,24,False,14427136,24
relu__tensor_iter,2229,33,6729,211/270,8,256,80,80,10.0,10.0,24,False,14427136,24
relu__nt,2204,39,6805,212/270,8,256,80,80,10.0,10.0,24,False,14427136,24
relu_tensor_iter,2889,31,5192,213/270,8,256,80,80,10.0,10.0,24,False,14427136,24
relu_tensor_pad,4551,15,3296,214/270,8,256,80,80,10.0,10.0,24,False,14427136,24
relu_nt,3266,69,4593,215/270,8,256,80,80,10.0,10.0,24,False,14427136,24
conv2d_iter_1x1,40331,1440,372,216/270,8,256,80,80,10.0,10.0,24,False,14427136,24
conv2d_pad_1x1,53114,497,283,217/270,8,256,80,80,10.0,10.0,24,False,14427136,24
conv2d_nt_1x1,39420,258,381,218/270,8,256,80,80,10.0,10.0,24,False,14427136,24
conv2d_iter_3x3,244489,18812,62,219/270,8,256,80,80,10.0,10.0,24,False,14427136,24
conv2d_pad_3x3,353244,342,43,220/270,8,256,80,80,10.0,10.0,24,False,14427136,24
conv2d_nt_3x3,246327,18875,61,221/270,8,256,80,80,10.0,10.0,24,False,14427136,24
conv2d_iter_7x7,1028487,4904,15,222/270,8,256,80,80,10.0,10.0,24,False,14427136,24
conv2d_pad_7x7,1709072,10303,9,223/270,8,256,80,80,10.0,10.0,24,False,14427136,24
conv2d_nt_7x7,1087495,128442,14,224/270,8,256,80,80,10.0,10.0,24,False,14427136,24
batch_norm_tensor_iter,11808,529,1271,225/270,8,256,80,80,10.0,10.0,24,False,14427136,24
batch_norm_tensor_pad,17752,1009,845,226/270,8,256,80,80,10.0,10.0,24,False,14427136,24
batch_norm_nt,12137,344,1236,227/270,8,256,80,80,10.0,10.0,24,False,14427136,24
max_pool2d_tensor_iter,85762,1115,175,228/270,8,256,80,80,10.0,10.0,24,False,14427136,24
max_pool2d_tensor_pad,19232,1062,780,229/270,8,256,80,80,10.0,10.0,24,False,14427136,24
max_pool2d_nt,90666,1641,166,230/270,8,256,80,80,10.0,10.0,24,False,14427136,24
cross_entropy_tensor_iter,19755,397,760,231/270,8,256,80,80,10.0,10.0,24,False,14427136,24
cross_entropy_tensor_pad,26945,639,557,232/270,8,256,80,80,10.0,10.0,24,False,14427136,24
cross_entropy_nt,19783,484,759,233/270,8,256,80,80,10.0,10.0,24,False,14427136,24
dropout_tensor_iter,6872,56,2183,234/270,8,256,80,80,10.0,10.0,24,False,14427136,24
dropout_tensor_pad,20447,190,734,235/270,8,256,80,80,10.0,10.0,24,False,14427136,24
dropout_nt,6833,51,2196,236/270,8,256,80,80,10.0,10.0,24,False,14427136,24
interpolate_tensor_iter,7628,182,1967,237/270,8,256,80,80,10.0,10.0,24,False,14427136,24
interpolate_tensor_pad,11702,62,1282,238/270,8,256,80,80,10.0,10.0,24,False,14427136,24
interpolate_nt,5674,37,2644,239/270,8,256,80,80,10.0,10.0,24,False,14427136,24
relu__tensor_pad,1872,18,8012,240/270,8,256,80,80,0.0,0.0,24,False,13107200,24
relu__tensor_iter,2018,83,7431,241/270,8,256,80,80,0.0,0.0,24,False,13107200,24
relu__nt,1936,60,7745,242/270,8,256,80,80,0.0,0.0,24,False,13107200,24
relu_tensor_iter,1050,18,14275,243/270,8,256,80,80,0.0,0.0,24,False,13107200,24
relu_tensor_pad,2796,53,5364,244/270,8,256,80,80,0.0,0.0,24,False,13107200,24
relu_nt,2992,50,5012,245/270,8,256,80,80,0.0,0.0,24,False,13107200,24
conv2d_iter_1x1,36181,81,415,246/270,8,256,80,80,0.0,0.0,24,False,13107200,24
conv2d_pad_1x1,37335,97,402,247/270,8,256,80,80,0.0,0.0,24,False,13107200,24
conv2d_nt_1x1,37024,307,406,248/270,8,256,80,80,0.0,0.0,24,False,13107200,24
conv2d_iter_3x3,210433,574,72,249/270,8,256,80,80,0.0,0.0,24,False,13107200,24
conv2d_pad_3x3,209043,409,72,250/270,8,256,80,80,0.0,0.0,24,False,13107200,24
conv2d_nt_3x3,211249,4330,72,251/270,8,256,80,80,0.0,0.0,24,False,13107200,24
conv2d_iter_7x7,896513,1495,17,252/270,8,256,80,80,0.0,0.0,24,False,13107200,24
conv2d_pad_7x7,895219,1262,17,253/270,8,256,80,80,0.0,0.0,24,False,13107200,24
conv2d_nt_7x7,908121,54672,17,254/270,8,256,80,80,0.0,0.0,24,False,13107200,24
batch_norm_tensor_iter,7842,89,1913,255/270,8,256,80,80,0.0,0.0,24,False,13107200,24
batch_norm_tensor_pad,10722,603,1399,256/270,8,256,80,80,0.0,0.0,24,False,13107200,24
batch_norm_nt,10347,228,1450,257/270,8,256,80,80,0.0,0.0,24,False,13107200,24
max_pool2d_tensor_iter,79431,311,189,258/270,8,256,80,80,0.0,0.0,24,False,13107200,24
max_pool2d_tensor_pad,11793,132,1272,259/270,8,256,80,80,0.0,0.0,24,False,13107200,24
max_pool2d_nt,11934,106,1257,260/270,8,256,80,80,0.0,0.0,24,False,13107200,24
cross_entropy_tensor_iter,21853,174,687,261/270,8,256,80,80,0.0,0.0,24,False,13107200,24
cross_entropy_tensor_pad,21636,496,694,262/270,8,256,80,80,0.0,0.0,24,False,13107200,24
cross_entropy_nt,20860,280,720,263/270,8,256,80,80,0.0,0.0,24,False,13107200,24
dropout_tensor_iter,3725,45,4027,264/270,8,256,80,80,0.0,0.0,24,False,13107200,24
dropout_tensor_pad,12377,146,1212,265/270,8,256,80,80,0.0,0.0,24,False,13107200,24
dropout_nt,4518,42,3320,266/270,8,256,80,80,0.0,0.0,24,False,13107200,24
interpolate_tensor_iter,1658,22,9045,267/270,8,256,80,80,0.0,0.0,24,False,13107200,24
interpolate_tensor_pad,4968,78,3020,268/270,8,256,80,80,0.0,0.0,24,False,13107200,24
interpolate_nt,5179,34,2897,269/270,8,256,80,80,0.0,0.0,24,False,13107200,24
