name,avg_us,std_us,runs,#,N,C,H,W,h_var,w_var,seed,cuda,numel,cpu
cross_entropy_tensor_pad,263683,5241,57,202/270,8,256,80,80,20.0,20.0,24,False,16300544,4
cross_entropy_nt,118891,3197,127,203/270,8,256,80,80,20.0,20.0,24,False,16300544,4
dropout_tensor_iter,25333,1171,593,204/270,8,256,80,80,20.0,20.0,24,False,16300544,4
dropout_tensor_pad,61077,1068,246,205/270,8,256,80,80,20.0,20.0,24,False,16300544,4
dropout_nt,24390,676,616,206/270,8,256,80,80,20.0,20.0,24,False,16300544,4
interpolate_tensor_iter,44489,1929,338,207/270,8,256,80,80,20.0,20.0,24,False,16300544,4
interpolate_tensor_pad,84417,3192,178,208/270,8,256,80,80,20.0,20.0,24,False,16300544,4
interpolate_nt,32673,1405,460,209/270,8,256,80,80,20.0,20.0,24,False,16300544,4
relu__tensor_pad,5328,74,2816,210/270,8,256,80,80,10.0,10.0,24,False,14427136,4
relu__tensor_iter,3534,54,4245,211/270,8,256,80,80,10.0,10.0,24,False,14427136,4
relu__nt,3527,51,4253,212/270,8,256,80,80,10.0,10.0,24,False,14427136,4
relu_tensor_iter,5937,387,2527,213/270,8,256,80,80,10.0,10.0,24,False,14427136,4
relu_tensor_pad,9004,272,1666,214/270,8,256,80,80,10.0,10.0,24,False,14427136,4
relu_nt,6247,138,2401,215/270,8,256,80,80,10.0,10.0,24,False,14427136,4
conv2d_iter_1x1,81357,3409,185,216/270,8,256,80,80,10.0,10.0,24,False,14427136,4
conv2d_pad_1x1,114139,3645,132,217/270,8,256,80,80,10.0,10.0,24,False,14427136,4
conv2d_nt_1x1,79236,2701,190,218/270,8,256,80,80,10.0,10.0,24,False,14427136,4
conv2d_iter_3x3,581751,14660,26,219/270,8,256,80,80,10.0,10.0,24,False,14427136,4
conv2d_pad_3x3,868819,16202,18,220/270,8,256,80,80,10.0,10.0,24,False,14427136,4
conv2d_nt_3x3,597556,33779,26,221/270,8,256,80,80,10.0,10.0,24,False,14427136,4
conv2d_iter_7x7,2548755,119185,6,222/270,8,256,80,80,10.0,10.0,24,False,14427136,4
conv2d_pad_7x7,4004331,25671,4,223/270,8,256,80,80,10.0,10.0,24,False,14427136,4
conv2d_nt_7x7,2598221,53932,6,224/270,8,256,80,80,10.0,10.0,24,False,14427136,4
batch_norm_tensor_iter,11969,726,1254,225/270,8,256,80,80,10.0,10.0,24,False,14427136,4
batch_norm_tensor_pad,17871,1044,840,226/270,8,256,80,80,10.0,10.0,24,False,14427136,4
batch_norm_nt,12094,151,1241,227/270,8,256,80,80,10.0,10.0,24,False,14427136,4
max_pool2d_tensor_iter,83767,2001,180,228/270,8,256,80,80,10.0,10.0,24,False,14427136,4
max_pool2d_tensor_pad,42329,1866,355,229/270,8,256,80,80,10.0,10.0,24,False,14427136,4
max_pool2d_nt,89642,3150,168,230/270,8,256,80,80,10.0,10.0,24,False,14427136,4
cross_entropy_tensor_iter,106140,3016,142,231/270,8,256,80,80,10.0,10.0,24,False,14427136,4
cross_entropy_tensor_pad,144802,4755,104,232/270,8,256,80,80,10.0,10.0,24,False,14427136,4
cross_entropy_nt,105877,2895,142,233/270,8,256,80,80,10.0,10.0,24,False,14427136,4
dropout_tensor_iter,21443,915,700,234/270,8,256,80,80,10.0,10.0,24,False,14427136,4
dropout_tensor_pad,40496,711,371,235/270,8,256,80,80,10.0,10.0,24,False,14427136,4
dropout_nt,21210,502,708,236/270,8,256,80,80,10.0,10.0,24,False,14427136,4
interpolate_tensor_iter,39592,1558,379,237/270,8,256,80,80,10.0,10.0,24,False,14427136,4
interpolate_tensor_pad,61864,2122,243,238/270,8,256,80,80,10.0,10.0,24,False,14427136,4
interpolate_nt,28585,934,525,239/270,8,256,80,80,10.0,10.0,24,False,14427136,4
relu__tensor_pad,3120,48,4808,240/270,8,256,80,80,0.0,0.0,24,False,13107200,4
relu__tensor_iter,3214,53,4666,241/270,8,256,80,80,0.0,0.0,24,False,13107200,4
relu__nt,3217,49,4663,242/270,8,256,80,80,0.0,0.0,24,False,13107200,4
relu_tensor_iter,3989,108,3760,243/270,8,256,80,80,0.0,0.0,24,False,13107200,4
relu_tensor_pad,5503,156,2726,244/270,8,256,80,80,0.0,0.0,24,False,13107200,4
relu_nt,5691,131,2636,245/270,8,256,80,80,0.0,0.0,24,False,13107200,4
conv2d_iter_1x1,70723,2222,213,246/270,8,256,80,80,0.0,0.0,24,False,13107200,4
conv2d_pad_1x1,71874,2385,209,247/270,8,256,80,80,0.0,0.0,24,False,13107200,4
conv2d_nt_1x1,71338,1936,211,248/270,8,256,80,80,0.0,0.0,24,False,13107200,4
conv2d_iter_3x3,526241,10835,29,249/270,8,256,80,80,0.0,0.0,24,False,13107200,4
conv2d_pad_3x3,522730,10966,29,250/270,8,256,80,80,0.0,0.0,24,False,13107200,4
conv2d_nt_3x3,533895,21612,29,251/270,8,256,80,80,0.0,0.0,24,False,13107200,4
conv2d_iter_7x7,2263956,24634,7,252/270,8,256,80,80,0.0,0.0,24,False,13107200,4
conv2d_pad_7x7,2244200,28399,7,253/270,8,256,80,80,0.0,0.0,24,False,13107200,4
conv2d_nt_7x7,2257700,28749,7,254/270,8,256,80,80,0.0,0.0,24,False,13107200,4
batch_norm_tensor_iter,7956,105,1886,255/270,8,256,80,80,0.0,0.0,24,False,13107200,4
batch_norm_tensor_pad,10992,987,1365,256/270,8,256,80,80,0.0,0.0,24,False,13107200,4
batch_norm_nt,10537,154,1424,257/270,8,256,80,80,0.0,0.0,24,False,13107200,4
max_pool2d_tensor_iter,77473,1464,194,258/270,8,256,80,80,0.0,0.0,24,False,13107200,4
max_pool2d_tensor_pad,29185,869,514,259/270,8,256,80,80,0.0,0.0,24,False,13107200,4
max_pool2d_nt,28883,1101,520,260/270,8,256,80,80,0.0,0.0,24,False,13107200,4
cross_entropy_tensor_iter,112837,3287,133,261/270,8,256,80,80,0.0,0.0,24,False,13107200,4
cross_entropy_tensor_pad,110977,5812,136,262/270,8,256,80,80,0.0,0.0,24,False,13107200,4
cross_entropy_nt,99930,3464,151,263/270,8,256,80,80,0.0,0.0,24,False,13107200,4
dropout_tensor_iter,16986,410,884,264/270,8,256,80,80,0.0,0.0,24,False,13107200,4
dropout_tensor_pad,24346,649,617,265/270,8,256,80,80,0.0,0.0,24,False,13107200,4
dropout_nt,17087,428,878,266/270,8,256,80,80,0.0,0.0,24,False,13107200,4
interpolate_tensor_iter,7663,313,1958,267/270,8,256,80,80,0.0,0.0,24,False,13107200,4
interpolate_tensor_pad,26259,1117,572,268/270,8,256,80,80,0.0,0.0,24,False,13107200,4
interpolate_nt,26523,946,566,269/270,8,256,80,80,0.0,0.0,24,False,13107200,4
