name,avg_us,std_us,runs,#,N,C,H,W,h_var,w_var,seed,cuda,numel,cpu
relu_tensor_pad,83,3,180300,34/270,1,256,80,80,10.0,10.0,24,False,1171200,12
relu_nt,128,4,116325,35/270,1,256,80,80,10.0,10.0,24,False,1171200,12
conv2d_iter_1x1,4324,85,3469,36/270,1,256,80,80,10.0,10.0,24,False,1171200,12
conv2d_pad_1x1,4290,103,3497,37/270,1,256,80,80,10.0,10.0,24,False,1171200,12
conv2d_nt_1x1,4355,80,3445,38/270,1,256,80,80,10.0,10.0,24,False,1171200,12
conv2d_iter_3x3,25908,695,579,39/270,1,256,80,80,10.0,10.0,24,False,1171200,12
conv2d_pad_3x3,25893,702,580,40/270,1,256,80,80,10.0,10.0,24,False,1171200,12
conv2d_nt_3x3,26055,722,576,41/270,1,256,80,80,10.0,10.0,24,False,1171200,12
conv2d_iter_7x7,99867,272,151,42/270,1,256,80,80,10.0,10.0,24,False,1171200,12
conv2d_pad_7x7,100040,1227,150,43/270,1,256,80,80,10.0,10.0,24,False,1171200,12
conv2d_nt_7x7,100739,5921,149,44/270,1,256,80,80,10.0,10.0,24,False,1171200,12
batch_norm_tensor_iter,430,13,34835,45/270,1,256,80,80,10.0,10.0,24,False,1171200,12
batch_norm_tensor_pad,417,4,35948,46/270,1,256,80,80,10.0,10.0,24,False,1171200,12
batch_norm_nt,467,13,32103,47/270,1,256,80,80,10.0,10.0,24,False,1171200,12
max_pool2d_tensor_iter,7146,40,2099,48/270,1,256,80,80,10.0,10.0,24,False,1171200,12
max_pool2d_tensor_pad,7506,59,1999,49/270,1,256,80,80,10.0,10.0,24,False,1171200,12
max_pool2d_nt,7565,40,1983,50/270,1,256,80,80,10.0,10.0,24,False,1171200,12
cross_entropy_tensor_iter,2540,23,5905,51/270,1,256,80,80,10.0,10.0,24,False,1171200,12
cross_entropy_tensor_pad,2550,21,5883,52/270,1,256,80,80,10.0,10.0,24,False,1171200,12
cross_entropy_nt,2626,17,5711,53/270,1,256,80,80,10.0,10.0,24,False,1171200,12
dropout_tensor_iter,520,7,28823,54/270,1,256,80,80,10.0,10.0,24,False,1171200,12
dropout_tensor_pad,506,7,29641,55/270,1,256,80,80,10.0,10.0,24,False,1171200,12
dropout_nt,545,7,27516,56/270,1,256,80,80,10.0,10.0,24,False,1171200,12
interpolate_tensor_iter,1494,16,10036,57/270,1,256,80,80,10.0,10.0,24,False,1171200,12
interpolate_tensor_pad,1845,16,8129,58/270,1,256,80,80,10.0,10.0,24,False,1171200,12
interpolate_nt,909,11,16498,59/270,1,256,80,80,10.0,10.0,24,False,1171200,12
relu__tensor_pad,78,3,191393,60/270,1,256,80,80,0.0,0.0,24,False,1638400,12
relu__tensor_iter,78,3,190396,61/270,1,256,80,80,0.0,0.0,24,False,1638400,12
relu__nt,96,3,155044,62/270,1,256,80,80,0.0,0.0,24,False,1638400,12
relu_tensor_iter,111,3,134724,63/270,1,256,80,80,0.0,0.0,24,False,1638400,12
relu_tensor_pad,111,3,135102,64/270,1,256,80,80,0.0,0.0,24,False,1638400,12
relu_nt,156,3,95967,65/270,1,256,80,80,0.0,0.0,24,False,1638400,12
conv2d_iter_1x1,5355,68,2801,66/270,1,256,80,80,0.0,0.0,24,False,1638400,12
conv2d_pad_1x1,5336,56,2811,67/270,1,256,80,80,0.0,0.0,24,False,1638400,12
conv2d_nt_1x1,5403,57,2776,68/270,1,256,80,80,0.0,0.0,24,False,1638400,12
conv2d_iter_3x3,34593,1620,434,69/270,1,256,80,80,0.0,0.0,24,False,1638400,12
conv2d_pad_3x3,34537,1237,435,70/270,1,256,80,80,0.0,0.0,24,False,1638400,12
conv2d_nt_3x3,34583,65,434,71/270,1,256,80,80,0.0,0.0,24,False,1638400,12
conv2d_iter_7x7,145129,265,104,72/270,1,256,80,80,0.0,0.0,24,False,1638400,12
conv2d_pad_7x7,145546,2080,104,73/270,1,256,80,80,0.0,0.0,24,False,1638400,12
conv2d_nt_7x7,145184,789,104,74/270,1,256,80,80,0.0,0.0,24,False,1638400,12
batch_norm_tensor_iter,564,22,26591,75/270,1,256,80,80,0.0,0.0,24,False,1638400,12
batch_norm_tensor_pad,548,4,27352,76/270,1,256,80,80,0.0,0.0,24,False,1638400,12
batch_norm_nt,596,13,25159,77/270,1,256,80,80,0.0,0.0,24,False,1638400,12
max_pool2d_tensor_iter,9810,55,1529,78/270,1,256,80,80,0.0,0.0,24,False,1638400,12
max_pool2d_tensor_pad,10328,54,1453,79/270,1,256,80,80,0.0,0.0,24,False,1638400,12
max_pool2d_nt,10398,84,1443,80/270,1,256,80,80,0.0,0.0,24,False,1638400,12
cross_entropy_tensor_iter,5112,111,2934,81/270,1,256,80,80,0.0,0.0,24,False,1638400,12
cross_entropy_tensor_pad,5061,136,2964,82/270,1,256,80,80,0.0,0.0,24,False,1638400,12
cross_entropy_nt,4930,181,3043,83/270,1,256,80,80,0.0,0.0,24,False,1638400,12
dropout_tensor_iter,724,10,20697,84/270,1,256,80,80,0.0,0.0,24,False,1638400,12
dropout_tensor_pad,710,9,21119,85/270,1,256,80,80,0.0,0.0,24,False,1638400,12
dropout_nt,752,9,19926,86/270,1,256,80,80,0.0,0.0,24,False,1638400,12
interpolate_tensor_iter,368,7,40724,87/270,1,256,80,80,0.0,0.0,24,False,1638400,12
interpolate_tensor_pad,1215,11,12338,88/270,1,256,80,80,0.0,0.0,24,False,1638400,12
interpolate_nt,1241,10,12078,89/270,1,256,80,80,0.0,0.0,24,False,1638400,12
relu__tensor_pad,2477,15,6055,90/270,4,256,80,80,20.0,20.0,24,False,9984256,12
relu__tensor_iter,1180,17,12710,91/270,4,256,80,80,20.0,20.0,24,False,9984256,12
relu__nt,1215,14,12337,92/270,4,256,80,80,20.0,20.0,24,False,9984256,12
relu_tensor_iter,2242,96,6688,93/270,4,256,80,80,20.0,20.0,24,False,9984256,12
relu_tensor_pad,3552,40,4223,94/270,4,256,80,80,20.0,20.0,24,False,9984256,12
relu_nt,2388,70,6280,95/270,4,256,80,80,20.0,20.0,24,False,9984256,12
conv2d_iter_1x1,31115,1512,483,96/270,4,256,80,80,20.0,20.0,24,False,9984256,12
conv2d_pad_1x1,45672,572,329,97/270,4,256,80,80,20.0,20.0,24,False,9984256,12
conv2d_nt_1x1,30829,799,487,98/270,4,256,80,80,20.0,20.0,24,False,9984256,12
conv2d_iter_3x3,211439,15743,71,99/270,4,256,80,80,20.0,20.0,24,False,9984256,12
conv2d_pad_3x3,332774,564,46,100/270,4,256,80,80,20.0,20.0,24,False,9984256,12
conv2d_nt_3x3,211949,15532,71,101/270,4,256,80,80,20.0,20.0,24,False,9984256,12
conv2d_iter_7x7,928650,1270,17,102/270,4,256,80,80,20.0,20.0,24,False,9984256,12
conv2d_pad_7x7,1565333,25496,10,103/270,4,256,80,80,20.0,20.0,24,False,9984256,12
conv2d_nt_7x7,928860,1539,17,104/270,4,256,80,80,20.0,20.0,24,False,9984256,12
batch_norm_tensor_iter,8352,298,1796,105/270,4,256,80,80,20.0,20.0,24,False,9984256,12
batch_norm_tensor_pad,13380,923,1122,106/270,4,256,80,80,20.0,20.0,24,False,9984256,12
batch_norm_nt,8398,111,1787,107/270,4,256,80,80,20.0,20.0,24,False,9984256,12
max_pool2d_tensor_iter,58004,1128,259,108/270,4,256,80,80,20.0,20.0,24,False,9984256,12
max_pool2d_tensor_pad,30891,2976,486,109/270,4,256,80,80,20.0,20.0,24,False,9984256,12
max_pool2d_nt,61271,995,245,110/270,4,256,80,80,20.0,20.0,24,False,9984256,12
cross_entropy_tensor_iter,26677,249,563,111/270,4,256,80,80,20.0,20.0,24,False,9984256,12
cross_entropy_tensor_pad,46588,442,322,112/270,4,256,80,80,20.0,20.0,24,False,9984256,12
cross_entropy_nt,26482,281,567,113/270,4,256,80,80,20.0,20.0,24,False,9984256,12
dropout_tensor_iter,6540,54,2294,114/270,4,256,80,80,20.0,20.0,24,False,9984256,12
dropout_tensor_pad,15901,179,944,115/270,4,256,80,80,20.0,20.0,24,False,9984256,12
dropout_nt,6477,43,2316,116/270,4,256,80,80,20.0,20.0,24,False,9984256,12
interpolate_tensor_iter,9752,100,1539,117/270,4,256,80,80,20.0,20.0,24,False,9984256,12
interpolate_tensor_pad,15503,109,968,118/270,4,256,80,80,20.0,20.0,24,False,9984256,12
interpolate_nt,7511,73,1997,119/270,4,256,80,80,20.0,20.0,24,False,9984256,12
relu__tensor_pad,1376,12,10898,120/270,4,256,80,80,10.0,10.0,24,False,8031744,12
relu__tensor_iter,586,12,25596,121/270,4,256,80,80,10.0,10.0,24,False,8031744,12
relu__nt,622,9,24090,122/270,4,256,80,80,10.0,10.0,24,False,8031744,12
relu_tensor_iter,1781,21,8419,123/270,4,256,80,80,10.0,10.0,24,False,8031744,12
relu_tensor_pad,2384,44,6291,124/270,4,256,80,80,10.0,10.0,24,False,8031744,12
relu_nt,1934,17,7754,125/270,4,256,80,80,10.0,10.0,24,False,8031744,12
conv2d_iter_1x1,26395,1186,569,126/270,4,256,80,80,10.0,10.0,24,False,8031744,12
conv2d_pad_1x1,32368,246,464,127/270,4,256,80,80,10.0,10.0,24,False,8031744,12
conv2d_nt_1x1,26290,722,571,128/270,4,256,80,80,10.0,10.0,24,False,8031744,12
conv2d_iter_3x3,170856,9777,88,129/270,4,256,80,80,10.0,10.0,24,False,8031744,12
conv2d_pad_3x3,224048,320,67,130/270,4,256,80,80,10.0,10.0,24,False,8031744,12
conv2d_nt_3x3,170868,7542,88,131/270,4,256,80,80,10.0,10.0,24,False,8031744,12
conv2d_iter_7x7,738580,5898,21,132/270,4,256,80,80,10.0,10.0,24,False,8031744,12
conv2d_pad_7x7,1024493,1306,15,133/270,4,256,80,80,10.0,10.0,24,False,8031744,12
conv2d_nt_7x7,748469,55257,21,134/270,4,256,80,80,10.0,10.0,24,False,8031744,12
batch_norm_tensor_iter,6718,346,2233,135/270,4,256,80,80,10.0,10.0,24,False,8031744,12
batch_norm_tensor_pad,8941,526,1678,136/270,4,256,80,80,10.0,10.0,24,False,8031744,12
batch_norm_nt,6806,244,2204,137/270,4,256,80,80,10.0,10.0,24,False,8031744,12
max_pool2d_tensor_iter,47210,871,318,138/270,4,256,80,80,10.0,10.0,24,False,8031744,12
max_pool2d_tensor_pad,18295,127,820,139/270,4,256,80,80,10.0,10.0,24,False,8031744,12
max_pool2d_nt,49901,573,301,140/270,4,256,80,80,10.0,10.0,24,False,8031744,12
cross_entropy_tensor_iter,21817,261,688,141/270,4,256,80,80,10.0,10.0,24,False,8031744,12
cross_entropy_tensor_pad,26143,324,574,142/270,4,256,80,80,10.0,10.0,24,False,8031744,12
cross_entropy_nt,21709,188,691,143/270,4,256,80,80,10.0,10.0,24,False,8031744,12
dropout_tensor_iter,4783,37,3136,144/270,4,256,80,80,10.0,10.0,24,False,8031744,12
dropout_tensor_pad,10394,175,1444,145/270,4,256,80,80,10.0,10.0,24,False,8031744,12
dropout_nt,4742,34,3163,146/270,4,256,80,80,10.0,10.0,24,False,8031744,12
interpolate_tensor_iter,8127,81,1846,147/270,4,256,80,80,10.0,10.0,24,False,8031744,12
interpolate_tensor_pad,11584,86,1295,148/270,4,256,80,80,10.0,10.0,24,False,8031744,12
interpolate_nt,6085,30,2465,149/270,4,256,80,80,10.0,10.0,24,False,8031744,12
relu__tensor_pad,344,7,43564,150/270,4,256,80,80,0.0,0.0,24,False,6553600,12
relu__tensor_iter,363,13,41316,151/270,4,256,80,80,0.0,0.0,24,False,6553600,12
relu__nt,354,7,42273,152/270,4,256,80,80,0.0,0.0,24,False,6553600,12
relu_tensor_iter,563,10,26634,153/270,4,256,80,80,0.0,0.0,24,False,6553600,12
relu_tensor_pad,1383,14,10843,154/270,4,256,80,80,0.0,0.0,24,False,6553600,12
relu_nt,1532,15,9787,155/270,4,256,80,80,0.0,0.0,24,False,6553600,12
conv2d_iter_1x1,21470,96,699,156/270,4,256,80,80,0.0,0.0,24,False,6553600,12
conv2d_pad_1x1,21684,58,692,157/270,4,256,80,80,0.0,0.0,24,False,6553600,12
conv2d_nt_1x1,21648,180,693,158/270,4,256,80,80,0.0,0.0,24,False,6553600,12
conv2d_iter_3x3,137887,294,109,159/270,4,256,80,80,0.0,0.0,24,False,6553600,12
conv2d_pad_3x3,137686,2333,109,160/270,4,256,80,80,0.0,0.0,24,False,6553600,12
conv2d_nt_3x3,138222,2310,109,161/270,4,256,80,80,0.0,0.0,24,False,6553600,12
conv2d_iter_7x7,577320,3856,26,162/270,4,256,80,80,0.0,0.0,24,False,6553600,12
conv2d_pad_7x7,574703,3609,27,163/270,4,256,80,80,0.0,0.0,24,False,6553600,12
conv2d_nt_7x7,578767,9808,26,164/270,4,256,80,80,0.0,0.0,24,False,6553600,12
batch_norm_tensor_iter,2964,18,5060,165/270,4,256,80,80,0.0,0.0,24,False,6553600,12
batch_norm_tensor_pad,5202,216,2884,166/270,4,256,80,80,0.0,0.0,24,False,6553600,12
batch_norm_nt,4739,59,3166,167/270,4,256,80,80,0.0,0.0,24,False,6553600,12
max_pool2d_tensor_iter,39338,122,382,168/270,4,256,80,80,0.0,0.0,24,False,6553600,12
max_pool2d_tensor_pad,11488,33,1306,169/270,4,256,80,80,0.0,0.0,24,False,6553600,12
max_pool2d_nt,11619,88,1291,170/270,4,256,80,80,0.0,0.0,24,False,6553600,12
cross_entropy_tensor_iter,19795,275,758,171/270,4,256,80,80,0.0,0.0,24,False,6553600,12
cross_entropy_tensor_pad,20738,426,724,172/270,4,256,80,80,0.0,0.0,24,False,6553600,12
cross_entropy_nt,18981,323,791,173/270,4,256,80,80,0.0,0.0,24,False,6553600,12
dropout_tensor_iter,3058,23,4904,174/270,4,256,80,80,0.0,0.0,24,False,6553600,12
dropout_tensor_pad,5480,83,2738,175/270,4,256,80,80,0.0,0.0,24,False,6553600,12
dropout_nt,3292,29,4556,176/270,4,256,80,80,0.0,0.0,24,False,6553600,12
interpolate_tensor_iter,1473,24,10181,177/270,4,256,80,80,0.0,0.0,24,False,6553600,12
interpolate_tensor_pad,4921,37,3048,178/270,4,256,80,80,0.0,0.0,24,False,6553600,12
interpolate_nt,4978,31,3014,179/270,4,256,80,80,0.0,0.0,24,False,6553600,12
relu__tensor_pad,4967,13,3020,180/270,8,256,80,80,20.0,20.0,24,False,16300544,12
relu__tensor_iter,2570,23,5836,181/270,8,256,80,80,20.0,20.0,24,False,16300544,12
relu__nt,2539,15,5907,182/270,8,256,80,80,20.0,20.0,24,False,16300544,12
relu_tensor_iter,3334,37,4498,183/270,8,256,80,80,20.0,20.0,24,False,16300544,12
relu_tensor_pad,7028,186,2135,184/270,8,256,80,80,20.0,20.0,24,False,16300544,12
relu_nt,3777,12,3971,185/270,8,256,80,80,20.0,20.0,24,False,16300544,12
conv2d_iter_1x1,52863,2914,284,186/270,8,256,80,80,20.0,20.0,24,False,16300544,12
conv2d_pad_1x1,91474,552,164,187/270,8,256,80,80,20.0,20.0,24,False,16300544,12
conv2d_nt_1x1,51930,1026,289,188/270,8,256,80,80,20.0,20.0,24,False,16300544,12
conv2d_iter_3x3,349553,22149,43,189/270,8,256,80,80,20.0,20.0,24,False,16300544,12
conv2d_pad_3x3,669478,3260,23,190/270,8,256,80,80,20.0,20.0,24,False,16300544,12
conv2d_nt_3x3,359236,33196,42,191/270,8,256,80,80,20.0,20.0,24,False,16300544,12
conv2d_iter_7x7,1496183,11903,11,192/270,8,256,80,80,20.0,20.0,24,False,16300544,12
conv2d_pad_7x7,3131050,9736,5,193/270,8,256,80,80,20.0,20.0,24,False,16300544,12
conv2d_nt_7x7,1506651,17253,10,194/270,8,256,80,80,20.0,20.0,24,False,16300544,12
batch_norm_tensor_iter,13156,894,1141,195/270,8,256,80,80,20.0,20.0,24,False,16300544,12
batch_norm_tensor_pad,26439,1986,568,196/270,8,256,80,80,20.0,20.0,24,False,16300544,12
batch_norm_nt,13634,180,1101,197/270,8,256,80,80,20.0,20.0,24,False,16300544,12
max_pool2d_tensor_iter,96978,2113,155,198/270,8,256,80,80,20.0,20.0,24,False,16300544,12
max_pool2d_tensor_pad,32205,634,466,199/270,8,256,80,80,20.0,20.0,24,False,16300544,12
max_pool2d_nt,102270,2265,147,200/270,8,256,80,80,20.0,20.0,24,False,16300544,12
cross_entropy_tensor_iter,42606,281,353,201/270,8,256,80,80,20.0,20.0,24,False,16300544,12
cross_entropy_tensor_pad,93822,473,160,202/270,8,256,80,80,20.0,20.0,24,False,16300544,12
cross_entropy_nt,42622,585,352,203/270,8,256,80,80,20.0,20.0,24,False,16300544,12
dropout_tensor_iter,10135,163,1480,204/270,8,256,80,80,20.0,20.0,24,False,16300544,12
dropout_tensor_pad,31467,422,477,205/270,8,256,80,80,20.0,20.0,24,False,16300544,12
dropout_nt,10011,63,1499,206/270,8,256,80,80,20.0,20.0,24,False,16300544,12
interpolate_tensor_iter,16496,337,910,207/270,8,256,80,80,20.0,20.0,24,False,16300544,12
interpolate_tensor_pad,30892,316,486,208/270,8,256,80,80,20.0,20.0,24,False,16300544,12
interpolate_nt,12220,42,1228,209/270,8,256,80,80,20.0,20.0,24,False,16300544,12
relu__tensor_pad,3310,14,4532,210/270,8,256,80,80,10.0,10.0,24,False,14427136,12
relu__tensor_iter,2226,25,6738,211/270,8,256,80,80,10.0,10.0,24,False,14427136,12
relu__nt,2218,13,6761,212/270,8,256,80,80,10.0,10.0,24,False,14427136,12
relu_tensor_iter,3012,25,4980,213/270,8,256,80,80,10.0,10.0,24,False,14427136,12
relu_tensor_pad,4715,67,3181,214/270,8,256,80,80,10.0,10.0,24,False,14427136,12
relu_nt,3388,73,4428,215/270,8,256,80,80,10.0,10.0,24,False,14427136,12
conv2d_iter_1x1,48866,2229,307,216/270,8,256,80,80,10.0,10.0,24,False,14427136,12
conv2d_pad_1x1,65433,534,230,217/270,8,256,80,80,10.0,10.0,24,False,14427136,12
conv2d_nt_1x1,48145,902,312,218/270,8,256,80,80,10.0,10.0,24,False,14427136,12
conv2d_iter_3x3,314925,22193,48,219/270,8,256,80,80,10.0,10.0,24,False,14427136,12
conv2d_pad_3x3,450809,1052,34,220/270,8,256,80,80,10.0,10.0,24,False,14427136,12
conv2d_nt_3x3,313237,19762,48,221/270,8,256,80,80,10.0,10.0,24,False,14427136,12
conv2d_iter_7x7,1318768,14169,12,222/270,8,256,80,80,10.0,10.0,24,False,14427136,12
conv2d_pad_7x7,2047668,7124,8,223/270,8,256,80,80,10.0,10.0,24,False,14427136,12
conv2d_nt_7x7,1392182,141176,11,224/270,8,256,80,80,10.0,10.0,24,False,14427136,12
batch_norm_tensor_iter,11919,713,1259,225/270,8,256,80,80,10.0,10.0,24,False,14427136,12
batch_norm_tensor_pad,17818,210,842,226/270,8,256,80,80,10.0,10.0,24,False,14427136,12
batch_norm_nt,12162,361,1234,227/270,8,256,80,80,10.0,10.0,24,False,14427136,12
max_pool2d_tensor_iter,87372,2979,172,228/270,8,256,80,80,10.0,10.0,24,False,14427136,12
max_pool2d_tensor_pad,24005,688,625,229/270,8,256,80,80,10.0,10.0,24,False,14427136,12
max_pool2d_nt,91487,2334,164,230/270,8,256,80,80,10.0,10.0,24,False,14427136,12
cross_entropy_tensor_iter,38273,263,392,231/270,8,256,80,80,10.0,10.0,24,False,14427136,12
cross_entropy_tensor_pad,53090,444,283,232/270,8,256,80,80,10.0,10.0,24,False,14427136,12
cross_entropy_nt,38507,365,390,233/270,8,256,80,80,10.0,10.0,24,False,14427136,12
dropout_tensor_iter,8692,164,1726,234/270,8,256,80,80,10.0,10.0,24,False,14427136,12
dropout_tensor_pad,21073,336,712,235/270,8,256,80,80,10.0,10.0,24,False,14427136,12
dropout_nt,8339,53,1799,236/270,8,256,80,80,10.0,10.0,24,False,14427136,12
interpolate_tensor_iter,14782,296,1015,237/270,8,256,80,80,10.0,10.0,24,False,14427136,12
interpolate_tensor_pad,23048,283,651,238/270,8,256,80,80,10.0,10.0,24,False,14427136,12
interpolate_nt,10857,56,1382,239/270,8,256,80,80,10.0,10.0,24,False,14427136,12
relu__tensor_pad,1923,14,7800,240/270,8,256,80,80,0.0,0.0,24,False,13107200,12
relu__tensor_iter,2004,26,7482,241/270,8,256,80,80,0.0,0.0,24,False,13107200,12
relu__nt,1920,14,7813,242/270,8,256,80,80,0.0,0.0,24,False,13107200,12
relu_tensor_iter,1503,18,9976,243/270,8,256,80,80,0.0,0.0,24,False,13107200,12
relu_tensor_pad,2900,55,5171,244/270,8,256,80,80,0.0,0.0,24,False,13107200,12
relu_nt,3099,51,4840,245/270,8,256,80,80,0.0,0.0,24,False,13107200,12
conv2d_iter_1x1,43143,121,348,246/270,8,256,80,80,0.0,0.0,24,False,13107200,12
conv2d_pad_1x1,43851,199,343,247/270,8,256,80,80,0.0,0.0,24,False,13107200,12
conv2d_nt_1x1,43380,394,346,248/270,8,256,80,80,0.0,0.0,24,False,13107200,12
conv2d_iter_3x3,276801,987,55,249/270,8,256,80,80,0.0,0.0,24,False,13107200,12
conv2d_pad_3x3,275836,734,55,250/270,8,256,80,80,0.0,0.0,24,False,13107200,12
conv2d_nt_3x3,278056,2945,54,251/270,8,256,80,80,0.0,0.0,24,False,13107200,12
conv2d_iter_7x7,1162643,11508,13,252/270,8,256,80,80,0.0,0.0,24,False,13107200,12
conv2d_pad_7x7,1166511,12511,13,253/270,8,256,80,80,0.0,0.0,24,False,13107200,12
conv2d_nt_7x7,1158660,6404,13,254/270,8,256,80,80,0.0,0.0,24,False,13107200,12
batch_norm_tensor_iter,7981,98,1880,255/270,8,256,80,80,0.0,0.0,24,False,13107200,12
batch_norm_tensor_pad,10877,131,1380,256/270,8,256,80,80,0.0,0.0,24,False,13107200,12
batch_norm_nt,10556,421,1421,257/270,8,256,80,80,0.0,0.0,24,False,13107200,12
max_pool2d_tensor_iter,79720,849,189,258/270,8,256,80,80,0.0,0.0,24,False,13107200,12
max_pool2d_tensor_pad,15564,184,964,259/270,8,256,80,80,0.0,0.0,24,False,13107200,12
max_pool2d_nt,15796,204,950,260/270,8,256,80,80,0.0,0.0,24,False,13107200,12
cross_entropy_tensor_iter,41744,269,360,261/270,8,256,80,80,0.0,0.0,24,False,13107200,12
cross_entropy_tensor_pad,40601,1117,370,262/270,8,256,80,80,0.0,0.0,24,False,13107200,12
cross_entropy_nt,39513,403,380,263/270,8,256,80,80,0.0,0.0,24,False,13107200,12
dropout_tensor_iter,6379,43,2352,264/270,8,256,80,80,0.0,0.0,24,False,13107200,12
dropout_tensor_pad,12774,228,1175,265/270,8,256,80,80,0.0,0.0,24,False,13107200,12
dropout_nt,6508,48,2305,266/270,8,256,80,80,0.0,0.0,24,False,13107200,12
interpolate_tensor_iter,2978,24,5037,267/270,8,256,80,80,0.0,0.0,24,False,13107200,12
interpolate_tensor_pad,9700,227,1547,268/270,8,256,80,80,0.0,0.0,24,False,13107200,12
interpolate_nt,9878,40,1519,269/270,8,256,80,80,0.0,0.0,24,False,13107200,12
